Entry;Country;Site_Name;Sample_Id;Biome 1;Biome 2;Region;Valley, locality, closest town, political jurisdiction;Latitude (WGS 84);Longitude (WGS 84);Altitude (masl);Exact_coordinates?;Site location_radius (km);Ref_coordinates;Archaeological_site_description;Archaeological_site_function;Archeological_Culture;Relative_chronology (Period/phase) ;Relative_date_from;Relative_date_to;Age_System_Relative;Absolute_chronology_method;Radiocarbon_Lab_Code;Conventional 14C_date (BP);Error (±1σ);Calibrated/modelled 14C (95%)_from;Calibrated/modelled 14C (95%)_to;Age_System_Absolute;Material_dated;Lab_Id;Type_source;Taxon/local name;Genus/Species;Phostosynthetic_Pathway;Plant_domesticate;Sample_type;wt%C;wt%N;C:N;δ13C;δ15N;δ34S;δ18O;87Sr/86Sr;Other_isotope_or analytical value;Description_ of_ other_isotope_or_analytical_value;Extra_information;Description_of_extra_information;Additional_info_source;Preservation_criteria ;Comments;Original_Reference;Original_Full_Reference;Compilation_Reference;Compilation_Full_Reference;Link_ to_source;Link_to_source_2;;;;;;;;;;;;;;;;;
343;Argentina;Las Malvinas;255;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Lowlands, southern Mendoza province;-34.81;-68.27;625;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0255;Terrestrial flora;Cactus;Opuntia sulphurea;CAM;No;;39.5;0.5;80.6;-12.8;8.7;;;;;;Monte;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
344;Argentina;Las Malvinas;257;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Lowlands, southern Mendoza province;-34.81;-68.27;625;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0257;Terrestrial flora;Cactus;Opuntia sulphurea;CAM;No;;43.9;0.4;99.8;-12.9;5.2;;;;;;Monte;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
345;Argentina;Las Malvinas;258;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Lowlands, southern Mendoza province;-34.81;-68.27;625;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0258;Terrestrial flora;Cactus;Opuntia sulphurea;CAM;No;;37.4;0.5;71.9;-12.9;4.2;;;;;;Monte;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
346;Argentina;Las Malvinas;259;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Lowlands, southern Mendoza province;-34.81;-68.27;625;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0259;Terrestrial flora;;Cereus aethiops;;;;51.3;2.6;19.9;-13.5;-0.7;;;;;;Monte;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
347;Argentina;Las Malvinas;260;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Lowlands, southern Mendoza province;-34.81;-68.27;625;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0260;Terrestrial flora;;Cereus aethiops;;;;48.6;2.4;20.4;-13.4;1.6;;;;;;Monte;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
348;Argentina;Las Malvinas;261;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Lowlands, southern Mendoza province;-34.81;-68.27;625;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0261;Terrestrial flora;;Cereus aethiops;;;;46.6;2.7;17.2;-13.7;2.0;;;;;;Monte;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
349;Argentina;Las Malvinas;262;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Lowlands, southern Mendoza province;-34.81;-68.27;625;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0262;Terrestrial flora;;Cereus aethiops;;;;43.9;2.5;17.3;-13.2;5.6;;;;;;Monte;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
350;Argentina;Las Malvinas;263;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Lowlands, southern Mendoza province;-34.81;-68.27;625;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0263;Terrestrial flora;;Cereus aethiops;;;;43.0;3.2;13.4;-13.1;8.7;;;;;;Monte;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
351;Argentina;Las Malvinas;264;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Lowlands, southern Mendoza province;-34.81;-68.26;625;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0264;Terrestrial flora;;Cereus aethiops;;;;45.8;2.1;21.7;-12.4;7.0;;;;;;Monte;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
352;Argentina;Las Malvinas;264;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Lowlands, southern Mendoza province;-34.81;-68.26;625;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0264;Terrestrial flora;;Cereus aethiops;;;;46.4;2.1;22.2;-12.3;10.3;;;;;;Monte;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
353;Argentina;Las Malvinas;265;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Lowlands, southern Mendoza province;-34.81;-68.27;625;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0265;Terrestrial flora;;Cereus aethiops;;;;47.8;2.6;18.1;-13.5;5.1;;;;;;Monte;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
354;Argentina;Gruta del Indio;266;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Southern Mendoza province;-34.7674;-68.3704;703;Exact;;Moscardi et al. (2022);;;;Modern;;;;;;;;;;;;P0266;Terrestrial flora;Cactus;Opuntia sulphurea;CAM;No;;40.1;0.6;66.9;-13.4;4.5;;;;;;Monte;Location of plant;Moscardi, B. F., Bernal, V., Silva Araújo, M., Gordón, F., Cobos, V. A., Brachetta‐Aporta, N., ... & Perez, S. I. (2022). Diet composition and prey choice in prehistoric human individuals from Northwest Patagonia: An application of species distribution and isotope mixing models. American Journal of Biological Anthropology, 179(4), 568-584.;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
355;Argentina;Gruta del Indio;267;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Southern Mendoza province;-34.7674;-68.3704;703;Exact;;Moscardi et al. (2022);;;;Modern;;;;;;;;;;;;P0267;Terrestrial flora;Cactus;Opuntia sulphurea;CAM;No;;37.7;0.5;73.8;-13.2;7.0;;;;;;Monte;Location of plant;Moscardi, B. F., Bernal, V., Silva Araújo, M., Gordón, F., Cobos, V. A., Brachetta‐Aporta, N., ... & Perez, S. I. (2022). Diet composition and prey choice in prehistoric human individuals from Northwest Patagonia: An application of species distribution and isotope mixing models. American Journal of Biological Anthropology, 179(4), 568-584.;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
356;Argentina;Gruta del Indio;268;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Southern Mendoza province;-34.7674;-68.3704;703;Exact;;Moscardi et al. (2022);;;;Modern;;;;;;;;;;;;P0268;Terrestrial flora;Cactus;Opuntia sulphurea;CAM;No;;40.4;0.7;55.4;-12.9;4.7;;;;;;Monte;Location of plant;Moscardi, B. F., Bernal, V., Silva Araújo, M., Gordón, F., Cobos, V. A., Brachetta‐Aporta, N., ... & Perez, S. I. (2022). Diet composition and prey choice in prehistoric human individuals from Northwest Patagonia: An application of species distribution and isotope mixing models. American Journal of Biological Anthropology, 179(4), 568-584.;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
357;Argentina;Gruta del Indio;269;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Southern Mendoza province;-34.7674;-68.3704;703;Exact;;Moscardi et al. (2022);;;;Modern;;;;;;;;;;;;P0269;Terrestrial flora;Cactus;Opuntia sulphurea;CAM;No;;37.6;0.5;72.3;-14.2;1.7;;;;;;Monte;Location of plant;Moscardi, B. F., Bernal, V., Silva Araújo, M., Gordón, F., Cobos, V. A., Brachetta‐Aporta, N., ... & Perez, S. I. (2022). Diet composition and prey choice in prehistoric human individuals from Northwest Patagonia: An application of species distribution and isotope mixing models. American Journal of Biological Anthropology, 179(4), 568-584.;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
358;Argentina;Gruta del Indio;270;Temperate grasslands, savannas and shrublands;Monte de Llanuras y Mesetas;Central-Western Argentina;Southern Mendoza province;-34.7674;-68.3704;703;Exact;;Moscardi et al. (2022);;;;Modern;;;;;;;;;;;;P0270;Terrestrial flora;Cactus;Opuntia sulphurea;CAM;No;;27.6;0.8;34.5;-13.8;10.4;;;;;;Monte;Location of plant;Moscardi, B. F., Bernal, V., Silva Araújo, M., Gordón, F., Cobos, V. A., Brachetta‐Aporta, N., ... & Perez, S. I. (2022). Diet composition and prey choice in prehistoric human individuals from Northwest Patagonia: An application of species distribution and isotope mixing models. American Journal of Biological Anthropology, 179(4), 568-584.;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
359;Argentina;Las Aucas;274;Montane grasslands and shrublands;Andean-Patagonian desert;Central-Western Argentina;Highlands, southern Mendoza province;-34.67;-69.55;2208;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0274;Terrestrial flora;;Maihuenia sp.;;;;43.9;1.4;32.3;-19.3;1.6;;;;;;Patagonia;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
360;Argentina;Las Aucas;275;Montane grasslands and shrublands;Andean-Patagonian desert;Central-Western Argentina;Highlands, southern Mendoza province;-34.67;-69.55;2208;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0275;Terrestrial flora;;Maihuenia sp.;;;;44.4;1.4;32.2;-19.6;1.0;;;;;;Patagonia;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
361;Argentina;Las Aucas;276;Montane grasslands and shrublands;Andean-Patagonian desert;Central-Western Argentina;Highlands, southern Mendoza province;-34.67;-69.55;2208;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0276;Terrestrial flora;;Maihuenia sp.;;;;40.4;1.3;31.1;-19.6;2.4;;;;;;Patagonia;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
362;Argentina;Las Aucas;277;Montane grasslands and shrublands;Andean-Patagonian desert;Central-Western Argentina;Highlands, southern Mendoza province;-34.67;-69.55;2208;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0277;Terrestrial flora;;Maihuenia sp.;;;;46.8;1.6;30.0;-20.3;2.5;;;;;;Patagonia;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
363;Argentina;Las Aucas;278;Montane grasslands and shrublands;Andean-Patagonian desert;Central-Western Argentina;Highlands, southern Mendoza province;-34.67;-69.55;2208;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0278;Terrestrial flora;;Maihuenia sp.;;;;34.6;1.0;33.9;-20.0;2.1;;;;;;Patagonia;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
364;Argentina;Las Aucas;279;Montane grasslands and shrublands;Andean-Patagonian desert;Central-Western Argentina;Highlands, southern Mendoza province;-34.67;-69.55;2208;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0279;Terrestrial flora;;Schinus polygamus;;;;46.6;0.9;51.2;-27.7;-1.8;;;;;;Patagonia;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
365;Argentina;Las Aucas;280;Montane grasslands and shrublands;Andean-Patagonian desert;Central-Western Argentina;Highlands, southern Mendoza province;-34.67;-69.55;2208;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0280;Terrestrial flora;;Schinus polygamus;;;;46.9;0.7;69.0;-28.0;-1.5;;;;;;Patagonia;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
366;Argentina;Las Aucas;281;Montane grasslands and shrublands;Andean-Patagonian desert;Central-Western Argentina;Highlands, southern Mendoza province;-34.67;-69.55;2208;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0281;Terrestrial flora;;Schinus polygamus;;;;46.6;1.1;41.2;-26.6;-1.3;;;;;;Patagonia;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
367;Argentina;Las Aucas;282;Montane grasslands and shrublands;Andean-Patagonian desert;Central-Western Argentina;Highlands, southern Mendoza province;-34.67;-69.55;2208;Exact ;;Gil et al. (2020a);;;;Modern;;;;;;;;;;;;P0282;Terrestrial flora;;Maihuenia sp.;;;;39.5;0.7;57.3;-19.0;0.9;;;;;;Patagonia;Location of plant;;1;The species raw data appear in the Supplementary Data 1;Gil et al. (2020a);Gil, A.F., Ugan, A., & Neme, G.A. (2020). More carnivorous than vegetarian: Isotopic perspectives on human diets in Late Holocene northwestern Patagonia. Journal of Archaeological Science: Reports, 34, Part A, 102620.;;;https://doi.org/10.1016/j.jasrep.2020.102620;https://doi.org/10.1016/j.jasrep.2020.102620;;;;;;;;;;;;;;;;;
